loan_id,customer_id,loan_amount,loan_intent,interest_rate,loan_term_months,grade,dti_ratio,loan_status,application_date
LOAN-000240,CUST-000161,"$21,888.45",MEDICAL,10.02,48,B,0.2979,Fully Paid,2022-12-28
LOAN-000241,CUST-000162,"$12,927.29",HOMEIMPROVEMENT,7.87,36,A,0.2588,Late (16-30 days),2022-08-12
LOAN-000242,CUST-000163,"$12,394.15",DEBTCONSOLIDATION,8.29,24,A,0.3011,Fully Paid,2023-03-03
LOAN-000243,CUST-000163,"$15,045.90",DEBTCONSOLIDATION,8.94,24,B,0.4293,Current,2023-04-22
LOAN-000244,CUST-000164,"$2,657.99",EDUCATION,12.00,24,C,0.1162,Current,2022-06-01
LOAN-000245,CUST-000165,"$5,761.36",HOMEIMPROVEMENT,9.73,36,B,0.2349,Fully Paid,2022-04-21
LOAN-000246,CUST-000166,"$2,662.91",DEBTCONSOLIDATION,5.96,12,A,0.3213,Current,2023-03-29
LOAN-000247,CUST-000166,"$7,470.34",DEBTCONSOLIDATION,6.50,12,A,0.6126,Fully Paid,2023-02-14
LOAN-000248,CUST-000167,"$5,218.51",EDUCATION,11.82,60,C,0.2779,Fully Paid,2023-02-26
LOAN-000249,CUST-000167,"$10,135.36",MEDICAL,15.20,12,D,0.4788,Fully Paid,2023-01-31
LOAN-000250,CUST-000168,"$12,065.30",EDUCATION,12.18,36,C,0.1869,Fully Paid,2022-09-27
LOAN-000251,CUST-000168,"$19,953.35",MEDICAL,11.52,12,C,0.4855,Fully Paid,2022-10-19
LOAN-000252,CUST-000169,"$2,702.24",DEBTCONSOLIDATION,6.25,36,A,0.1869,Fully Paid,2022-10-26
LOAN-000253,CUST-000169,"$8,188.28",MEDICAL,7.74,60,A,0.1219,Fully Paid,2022-11-07
LOAN-000254,CUST-000170,"$34,405.46",EDUCATION,8.75,24,B,0.3441,Current,2022-11-01
LOAN-000255,CUST-000170,"$29,043.87",EDUCATION,12.21,60,C,0.2951,Current,2022-12-22
LOAN-000256,CUST-000171,"$33,834.87",EDUCATION,14.66,48,D,0.2138,Charged Off / Default,2022-05-22
LOAN-000257,CUST-000172,"$20,914.95",VENTURE,12.62,60,C,0.2571,Fully Paid,2022-06-17
LOAN-000258,CUST-000173,"$8,843.99",PERSONAL,13.70,48,C,0.2360,Late (16-30 days),2022-05-03
LOAN-000259,CUST-000173,"$14,538.53",MEDICAL,10.40,12,B,0.4728,Current,2022-04-13
LOAN-000260,CUST-000174,"$4,140.24",DEBTCONSOLIDATION,11.71,48,C,0.1044,Current,2022-05-20
LOAN-000261,CUST-000174,"$5,963.18",PERSONAL,11.09,48,B,0.2340,Current,2022-06-26
LOAN-000262,CUST-000175,"$15,279.44",HOMEIMPROVEMENT,13.69,12,C,0.3944,Fully Paid,2022-08-18
LOAN-000263,CUST-000175,"$18,346.57",DEBTCONSOLIDATION,12.23,36,C,0.3211,Fully Paid,2022-08-23
LOAN-000264,CUST-000176,"$15,114.98",PERSONAL,5.50,60,A,0.2694,Current,2022-04-12
LOAN-000265,CUST-000176,"$11,211.56",PERSONAL,8.17,24,A,0.3776,Fully Paid,2022-04-09
LOAN-000266,CUST-000177,"$9,015.40",MEDICAL,13.38,48,C,0.2713,Current,2022-08-07
LOAN-000267,CUST-000177,"$8,924.83",PERSONAL,13.95,24,C,0.1829,Late (31-120 days),2022-08-07
LOAN-000268,CUST-000178,"$6,240.50",PERSONAL,10.70,24,B,0.3181,Current,2022-08-10
LOAN-000269,CUST-000179,"$6,013.69",MEDICAL,14.54,48,D,0.2609,Fully Paid,2023-02-24
LOAN-000270,CUST-000180,"$3,888.15",DEBTCONSOLIDATION,11.52,36,C,0.2619,Current,2022-08-29
LOAN-000271,CUST-000181,"$11,939.45",PERSONAL,14.65,48,D,0.3012,Fully Paid,2022-06-29
LOAN-000272,CUST-000182,"$16,443.71",PERSONAL,8.60,24,B,0.2400,Current,2022-11-26
LOAN-000273,CUST-000182,"$17,415.06",HOMEIMPROVEMENT,9.45,48,B,0.2418,Current,2022-11-16
LOAN-000274,CUST-000183,"$18,849.99",EDUCATION,11.56,48,C,0.2477,Fully Paid,2022-10-20
LOAN-000275,CUST-000183,"$19,781.95",MEDICAL,6.97,48,A,0.2069,Fully Paid,2022-10-24
LOAN-000276,CUST-000184,"$11,335.85",PERSONAL,5.50,48,A,0.2284,Current,2022-08-21
LOAN-000277,CUST-000185,"$10,849.06",HOMEIMPROVEMENT,11.31,12,B,0.5044,Current,2023-02-10
LOAN-000278,CUST-000185,"$2,011.70",PERSONAL,11.29,12,B,0.2034,Current,2022-12-05
LOAN-000279,CUST-000186,"$14,913.13",HOMEIMPROVEMENT,15.57,48,D,0.2115,Current,2022-09-30
LOAN-000280,CUST-000186,"$16,842.24",VENTURE,11.35,48,B,0.2806,Fully Paid,2022-08-31
LOAN-000281,CUST-000187,"$9,026.54",VENTURE,11.83,48,C,0.2260,Current,2022-11-11
LOAN-000282,CUST-000187,"$12,445.03",MEDICAL,11.65,60,C,0.1993,Fully Paid,2023-01-28
LOAN-000283,CUST-000188,"$4,634.43",EDUCATION,14.70,48,D,0.2028,Fully Paid,2022-04-02
LOAN-000284,CUST-000188,"$2,080.52",EDUCATION,14.97,48,D,0.1944,Fully Paid,2022-06-02
LOAN-000285,CUST-000189,"$6,841.92",VENTURE,11.06,12,B,0.5850,Current,2022-05-14
LOAN-000286,CUST-000190,"$9,076.89",HOMEIMPROVEMENT,12.43,24,C,0.3296,Current,2023-03-20
LOAN-000287,CUST-000190,"$6,333.82",DEBTCONSOLIDATION,12.09,12,C,0.2599,Fully Paid,2023-01-19
LOAN-000288,CUST-000191,"$8,120.91",EDUCATION,11.09,36,B,0.2527,Fully Paid,2022-07-27
LOAN-000289,CUST-000191,"$26,076.84",MEDICAL,12.87,60,C,0.1351,Fully Paid,2022-09-11
LOAN-000290,CUST-000192,"$3,106.42",PERSONAL,13.86,12,C,0.3294,Fully Paid,2022-05-29
LOAN-000291,CUST-000192,"$5,983.73",MEDICAL,16.00,36,D,0.2509,Fully Paid,2022-07-08
LOAN-000292,CUST-000193,"$7,409.33",HOMEIMPROVEMENT,13.87,36,C,0.3462,Current,2022-06-23
LOAN-000293,CUST-000193,"$5,504.13",EDUCATION,13.06,12,C,0.3911,Fully Paid,2022-07-16
LOAN-000294,CUST-000194,"$7,488.48",HOMEIMPROVEMENT,7.82,12,A,0.3528,Current,2022-06-24
LOAN-000295,CUST-000194,"$3,998.85",PERSONAL,9.43,60,B,0.2410,Current,2022-07-14
LOAN-000296,CUST-000195,"$10,309.62",PERSONAL,17.95,36,E,0.1116,Late (31-120 days),2022-10-30
LOAN-000297,CUST-000196,"$9,514.23",PERSONAL,12.28,60,C,0.1749,Current,2023-01-14
LOAN-000298,CUST-000196,"$9,619.27",PERSONAL,13.86,12,C,0.5860,Late (31-120 days),2022-11-13
LOAN-000299,CUST-000197,"$4,001.64",DEBTCONSOLIDATION,14.43,48,C,0.2968,Fully Paid,2022-06-02
LOAN-000300,CUST-000197,"$4,768.42",VENTURE,12.06,12,C,0.3356,Current,2022-04-03
LOAN-000301,CUST-000198,"$22,613.34",EDUCATION,17.93,60,E,0.1623,Charged Off / Default,2022-07-27
LOAN-000302,CUST-000199,"$34,376.68",EDUCATION,7.51,24,A,0.3757,Current,2022-09-23
LOAN-000303,CUST-000199,"$18,630.21",DEBTCONSOLIDATION,9.58,24,B,0.2693,Fully Paid,2022-10-03
LOAN-000304,CUST-000200,"$12,332.34",HOMEIMPROVEMENT,15.18,48,D,0.3420,Current,2022-07-23
LOAN-000305,CUST-000201,"$2,950.98",MEDICAL,16.93,24,D,0.2583,Fully Paid,2023-01-25
LOAN-000306,CUST-000202,"$8,149.34",DEBTCONSOLIDATION,13.80,36,C,0.2098,Fully Paid,2022-12-05
LOAN-000307,CUST-000202,"$12,491.62",EDUCATION,12.83,24,C,0.2660,Current,2023-02-28
LOAN-000308,CUST-000203,"$7,663.53",HOMEIMPROVEMENT,12.77,60,C,0.2485,Fully Paid,2022-10-22
LOAN-000309,CUST-000204,"$33,594.79",DEBTCONSOLIDATION,15.39,48,D,0.2896,Late (16-30 days),2022-06-09
LOAN-000310,CUST-000205,"$13,717.47",MEDICAL,10.26,12,B,0.4539,Current,2022-07-04
LOAN-000311,CUST-000205,"$17,763.91",EDUCATION,10.60,24,B,0.2594,Fully Paid,2022-07-04
LOAN-000312,CUST-000206,"$21,379.32",DEBTCONSOLIDATION,11.24,12,B,0.4356,Fully Paid,2023-01-08
LOAN-000313,CUST-000207,"$9,994.34",EDUCATION,12.93,36,C,0.2764,Fully Paid,2023-01-26
LOAN-000314,CUST-000208,"$27,410.83",PERSONAL,13.28,36,C,0.2065,Late (31-120 days),2022-02-19
LOAN-000315,CUST-000208,"$19,458.31",DEBTCONSOLIDATION,11.06,60,B,0.0970,Fully Paid,2022-02-03
LOAN-000316,CUST-000209,"$3,395.81",DEBTCONSOLIDATION,19.57,36,E,0.2187,Charged Off / Default,2022-08-06
LOAN-000317,CUST-000209,"$2,748.85",HOMEIMPROVEMENT,17.58,24,E,0.2055,Late (31-120 days),2022-07-23
LOAN-000318,CUST-000210,"$5,207.79",DEBTCONSOLIDATION,15.59,24,D,0.1666,Late (31-120 days),2022-03-12
LOAN-000319,CUST-000211,"$4,261.07",MEDICAL,10.74,12,B,0.1528,Current,2022-09-09
LOAN-000320,CUST-000211,"$30,622.90",DEBTCONSOLIDATION,10.75,48,B,0.3121,Fully Paid,2022-11-25
LOAN-000321,CUST-000212,"$3,339.66",PERSONAL,19.79,24,E,0.3251,Current,2022-03-01
LOAN-000322,CUST-000213,"$7,089.83",MEDICAL,9.19,48,B,0.3248,Fully Paid,2022-06-16
LOAN-000323,CUST-000214,"$14,365.58",HOMEIMPROVEMENT,13.22,36,C,0.3513,Late (16-30 days),2022-07-02
LOAN-000324,CUST-000215,"$4,257.84",DEBTCONSOLIDATION,15.59,60,D,0.0790,Late (16-30 days),2022-09-12
LOAN-000325,CUST-000216,"$7,497.47",VENTURE,14.71,24,D,0.2282,Late (16-30 days),2022-11-28
LOAN-000326,CUST-000217,"$19,484.52",PERSONAL,9.37,24,B,0.2216,Late (16-30 days),2022-07-20
LOAN-000327,CUST-000218,"$2,198.05",HOMEIMPROVEMENT,11.28,24,B,0.1514,Fully Paid,2022-09-06
LOAN-000328,CUST-000218,"$7,653.72",MEDICAL,12.30,36,C,0.2629,Fully Paid,2022-07-11
LOAN-000329,CUST-000219,"$9,688.13",DEBTCONSOLIDATION,10.73,36,B,0.2930,Fully Paid,2022-06-15
LOAN-000330,CUST-000220,"$9,451.51",VENTURE,15.95,60,D,0.2977,Fully Paid,2022-11-26
LOAN-000331,CUST-000221,"$4,054.60",MEDICAL,12.95,24,C,0.2695,Fully Paid,2022-12-27
LOAN-000332,CUST-000221,"$8,962.46",VENTURE,13.11,48,C,0.2305,Current,2023-03-24
LOAN-000333,CUST-000222,"$4,769.45",EDUCATION,7.41,24,A,0.2090,Current,2022-02-11
LOAN-000334,CUST-000223,"$23,838.66",DEBTCONSOLIDATION,17.41,36,D,0.3396,Late (31-120 days),2022-07-12
LOAN-000335,CUST-000224,"$26,957.91",PERSONAL,12.19,36,C,0.2547,Current,2022-04-25
LOAN-000336,CUST-000225,"$13,907.27",MEDICAL,12.04,12,C,0.4578,Current,2022-08-12
LOAN-000337,CUST-000226,"$4,930.28",VENTURE,11.23,12,B,0.4177,Fully Paid,2022-07-24
LOAN-000338,CUST-000226,"$4,458.46",VENTURE,9.99,12,B,0.3729,Fully Paid,2022-08-28
LOAN-000339,CUST-000227,"$15,187.45",DEBTCONSOLIDATION,7.02,24,A,0.3424,Late (16-30 days),2023-04-16
LOAN-000340,CUST-000228,"$5,129.85",DEBTCONSOLIDATION,15.19,24,D,0.2251,Current,2022-12-19
LOAN-000341,CUST-000229,"$22,400.06",VENTURE,14.19,24,C,0.2291,Late (31-120 days),2022-10-24
LOAN-000342,CUST-000229,"$18,342.58",PERSONAL,10.96,60,B,0.2642,Late (31-120 days),2022-10-17
LOAN-000343,CUST-000230,"$21,391.54",HOMEIMPROVEMENT,11.47,12,B,0.6728,Fully Paid,2023-01-23
LOAN-000344,CUST-000230,"$17,022.59",MEDICAL,8.77,12,B,0.5869,Fully Paid,2023-03-24
LOAN-000345,CUST-000231,"$33,934.06",HOMEIMPROVEMENT,14.18,24,C,0.4082,Late (31-120 days),2022-04-07
LOAN-000346,CUST-000231,"$6,081.12",VENTURE,14.06,12,C,0.1963,Current,2022-04-06
LOAN-000347,CUST-000232,"$19,099.08",MEDICAL,7.78,60,A,0.1439,Current,2022-07-05
LOAN-000348,CUST-000232,"$7,233.03",EDUCATION,8.86,12,B,0.2260,Current,2022-04-16
LOAN-000349,CUST-000233,"$9,524.03",HOMEIMPROVEMENT,9.23,12,B,0.3126,Late (16-30 days),2022-09-09
LOAN-000350,CUST-000233,"$5,577.65",DEBTCONSOLIDATION,11.01,60,B,0.1220,Fully Paid,2022-08-27
LOAN-000351,CUST-000234,"$10,725.14",VENTURE,16.20,48,D,0.3019,Fully Paid,2022-04-30
LOAN-000352,CUST-000234,"$14,503.62",DEBTCONSOLIDATION,14.34,36,C,0.2060,Late (31-120 days),2022-04-30
LOAN-000353,CUST-000235,"$14,148.51",VENTURE,16.79,60,D,0.2440,Fully Paid,2022-08-27
LOAN-000354,CUST-000235,"$8,444.58",VENTURE,15.77,12,D,0.3495,Fully Paid,2022-10-12
LOAN-000355,CUST-000236,"$13,104.39",EDUCATION,12.99,36,C,0.1709,Fully Paid,2022-11-18
LOAN-000356,CUST-000237,"$8,577.18",HOMEIMPROVEMENT,16.04,36,D,0.2146,Current,2022-04-08
LOAN-000357,CUST-000237,"$11,586.59",VENTURE,15.56,12,D,0.4602,Current,2022-06-09
LOAN-000358,CUST-000238,"$4,563.37",MEDICAL,9.06,60,B,0.0802,Fully Paid,2022-05-05
LOAN-000359,CUST-000239,"$10,993.47",EDUCATION,8.57,12,B,0.5232,Fully Paid,2022-05-06
LOAN-000360,CUST-000239,"$3,877.93",VENTURE,10.22,24,B,0.2352,Fully Paid,2022-03-13
LOAN-000361,CUST-000240,"$10,752.81",EDUCATION,10.32,48,B,0.2563,Current,2022-11-24
LOAN-000362,CUST-000240,"$10,466.13",HOMEIMPROVEMENT,12.92,36,C,0.2439,Fully Paid,2022-12-10
LOAN-000363,CUST-000241,"$21,843.00",VENTURE,12.96,60,C,0.2597,Late (16-30 days),2022-12-21
LOAN-000364,CUST-000241,"$17,512.03",MEDICAL,12.94,36,C,0.2293,Fully Paid,2023-02-24
LOAN-000365,CUST-000242,"$5,087.00",EDUCATION,12.43,60,C,0.2906,Fully Paid,2022-10-03
LOAN-000366,CUST-000243,"$2,465.58",DEBTCONSOLIDATION,14.52,60,D,0.0931,Current,2023-02-22
LOAN-000367,CUST-000244,"$28,716.74",PERSONAL,10.16,24,B,0.2076,Fully Paid,2022-08-26
LOAN-000368,CUST-000244,"$28,712.51",MEDICAL,8.69,24,B,0.3094,Fully Paid,2022-09-06
LOAN-000369,CUST-000245,"$9,798.38",PERSONAL,7.18,12,A,0.4464,Fully Paid,2022-09-17
LOAN-000370,CUST-000245,"$4,881.26",HOMEIMPROVEMENT,11.28,12,B,0.3601,Late (16-30 days),2022-10-30
LOAN-000371,CUST-000246,"$2,702.82",PERSONAL,7.96,36,A,0.0753,Current,2022-08-18
LOAN-000372,CUST-000246,"$3,249.20",HOMEIMPROVEMENT,9.25,12,B,0.1735,Late (16-30 days),2022-09-05
LOAN-000373,CUST-000247,"$6,005.54",DEBTCONSOLIDATION,15.47,36,D,0.3392,Current,2022-07-24
LOAN-000374,CUST-000247,"$7,876.31",MEDICAL,14.43,24,C,0.2699,Late (31-120 days),2022-06-20
LOAN-000375,CUST-000248,"$19,947.90",VENTURE,9.91,36,B,0.2484,Fully Paid,2022-09-17
LOAN-000376,CUST-000249,"$3,631.13",DEBTCONSOLIDATION,11.07,36,B,0.1040,Current,2023-01-08
LOAN-000377,CUST-000250,"$4,170.19",PERSONAL,9.40,60,B,0.1023,Current,2023-01-08
LOAN-000378,CUST-000250,"$6,515.68",EDUCATION,7.93,24,A,0.3577,Current,2023-03-01
LOAN-000379,CUST-000251,"$26,272.36",MEDICAL,13.15,60,C,0.1931,Current,2022-10-26
LOAN-000380,CUST-000252,"$24,797.94",PERSONAL,11.89,24,C,0.2496,Current,2023-01-05
LOAN-000381,CUST-000252,"$33,270.63",HOMEIMPROVEMENT,9.08,12,B,0.5762,Fully Paid,2022-11-01
LOAN-000382,CUST-000253,"$7,723.71",DEBTCONSOLIDATION,13.22,48,C,0.2082,Late (31-120 days),2023-03-04
LOAN-000383,CUST-000253,"$15,957.31",MEDICAL,16.82,12,D,0.5782,Current,2023-01-05
LOAN-000384,CUST-000254,"$2,791.71",VENTURE,7.21,12,A,0.2468,Current,2023-01-14
LOAN-000385,CUST-000254,"$24,607.11",HOMEIMPROVEMENT,5.50,48,A,0.2044,Current,2023-04-06
LOAN-000386,CUST-000255,"$31,404.53",VENTURE,11.20,48,B,0.2028,Fully Paid,2022-09-29
LOAN-000387,CUST-000256,"$27,256.74",HOMEIMPROVEMENT,10.59,48,B,0.3207,Fully Paid,2023-01-18
LOAN-000388,CUST-000257,"$4,893.10",EDUCATION,9.03,48,B,0.1815,Late (16-30 days),2023-01-28
LOAN-000389,CUST-000257,"$8,855.86",EDUCATION,12.14,36,C,0.2926,Fully Paid,2023-02-25
LOAN-000390,CUST-000258,"$9,996.60",DEBTCONSOLIDATION,5.50,24,A,0.1597,Fully Paid,2023-01-17
LOAN-000391,CUST-000259,"$25,118.17",HOMEIMPROVEMENT,12.38,12,C,0.5843,Fully Paid,2022-10-13
LOAN-000392,CUST-000260,"$10,149.72",MEDICAL,13.79,12,C,0.4358,Fully Paid,2022-05-18
LOAN-000393,CUST-000260,"$12,434.11",EDUCATION,12.89,36,C,0.3351,Current,2022-03-11
LOAN-000394,CUST-000261,"$2,924.18",VENTURE,9.37,36,B,0.1396,Current,2022-10-02
LOAN-000395,CUST-000262,"$21,313.72",HOMEIMPROVEMENT,10.82,24,B,0.4222,Late (16-30 days),2022-08-18
LOAN-000396,CUST-000262,"$17,131.46",MEDICAL,8.66,12,B,0.4379,Fully Paid,2022-09-25
LOAN-000397,CUST-000263,"$12,824.35",DEBTCONSOLIDATION,9.34,60,B,0.3040,Fully Paid,2022-12-24
LOAN-000398,CUST-000264,"$6,090.41",DEBTCONSOLIDATION,15.25,12,D,0.2470,Late (31-120 days),2022-02-18
LOAN-000399,CUST-000265,"$15,711.22",DEBTCONSOLIDATION,12.57,24,C,0.4151,Fully Paid,2023-01-31
LOAN-000400,CUST-000266,"$4,037.83",MEDICAL,11.02,12,B,0.1938,Current,2022-12-22
LOAN-000401,CUST-000266,"$30,409.59",PERSONAL,10.35,24,B,0.4181,Late (16-30 days),2022-11-01
LOAN-000402,CUST-000267,"$4,796.40",HOMEIMPROVEMENT,14.92,24,D,0.1987,Charged Off / Default,2022-02-27
LOAN-000403,CUST-000267,"$9,799.19",EDUCATION,17.80,60,E,0.1973,Fully Paid,2022-03-30
LOAN-000404,CUST-000268,"$26,257.69",HOMEIMPROVEMENT,10.10,60,B,0.1356,Fully Paid,2023-03-19
LOAN-000405,CUST-000269,"$7,735.87",EDUCATION,9.19,36,B,0.1338,Fully Paid,2022-11-22
LOAN-000406,CUST-000270,"$25,921.71",DEBTCONSOLIDATION,10.68,48,B,0.1695,Fully Paid,2023-04-02
LOAN-000407,CUST-000270,"$3,899.02",DEBTCONSOLIDATION,13.83,48,C,0.2648,Current,2023-02-05
LOAN-000408,CUST-000271,"$2,465.89",HOMEIMPROVEMENT,7.15,12,A,0.2039,Fully Paid,2022-06-30
LOAN-000409,CUST-000272,"$4,155.99",EDUCATION,18.44,36,E,0.1792,Current,2022-09-09
LOAN-000410,CUST-000273,"$12,465.07",HOMEIMPROVEMENT,15.70,12,D,0.4016,Fully Paid,2022-10-08
LOAN-000411,CUST-000274,"$18,010.11",DEBTCONSOLIDATION,18.71,24,E,0.3788,Current,2022-10-30
LOAN-000412,CUST-000274,"$4,802.96",DEBTCONSOLIDATION,17.85,12,E,0.2327,Current,2022-09-09
LOAN-000413,CUST-000275,"$27,888.46",PERSONAL,7.55,36,A,0.2571,Late (16-30 days),2022-10-02
LOAN-000414,CUST-000276,"$4,839.16",MEDICAL,13.94,36,C,0.2915,Fully Paid,2022-06-19
LOAN-000415,CUST-000276,"$12,738.15",VENTURE,13.56,60,C,0.3153,Fully Paid,2022-05-24
LOAN-000416,CUST-000277,"$16,903.60",VENTURE,17.70,48,E,0.2339,Charged Off / Default,2022-06-23
LOAN-000417,CUST-000278,"$23,216.60",PERSONAL,14.61,24,D,0.3664,Current,2022-03-29
LOAN-000418,CUST-000278,"$28,175.44",PERSONAL,17.44,24,D,0.3761,Late (16-30 days),2022-05-06
LOAN-000419,CUST-000279,"$12,755.82",VENTURE,17.52,12,E,0.4405,Charged Off / Default,2022-12-17
LOAN-000420,CUST-000280,"$19,153.06",EDUCATION,14.39,12,C,0.4761,Late (31-120 days),2022-10-16
LOAN-000421,CUST-000281,"$8,427.14",PERSONAL,14.12,60,C,0.1218,Fully Paid,2022-08-08
LOAN-000422,CUST-000282,"$3,859.38",EDUCATION,10.80,12,B,0.2240,Late (16-30 days),2022-08-23
LOAN-000423,CUST-000283,"$20,165.61",VENTURE,11.88,60,C,0.2847,Current,2022-12-05
LOAN-000424,CUST-000284,"$15,913.69",VENTURE,12.89,24,C,0.2740,Fully Paid,2022-07-18
LOAN-000425,CUST-000285,"$16,509.74",MEDICAL,13.83,60,C,0.1281,Late (16-30 days),2022-06-24
LOAN-000426,CUST-000285,"$11,734.78",PERSONAL,11.96,60,C,0.2063,Fully Paid,2022-05-22
LOAN-000427,CUST-000286,"$6,147.80",VENTURE,14.53,12,D,0.4142,Charged Off / Default,2022-05-29
LOAN-000428,CUST-000287,"$3,694.25",HOMEIMPROVEMENT,16.84,24,D,0.1337,Fully Paid,2022-09-26
LOAN-000429,CUST-000288,"$3,549.53",PERSONAL,13.80,12,C,0.3035,Fully Paid,2023-01-06
LOAN-000430,CUST-000289,"$24,617.74",EDUCATION,12.79,60,C,0.2280,Fully Paid,2022-04-26
LOAN-000431,CUST-000289,"$2,981.76",PERSONAL,10.08,60,B,0.2479,Current,2022-07-11
LOAN-000432,CUST-000290,"$19,226.97",HOMEIMPROVEMENT,12.10,36,C,0.1623,Fully Paid,2022-11-29
LOAN-000433,CUST-000291,"$6,588.37",VENTURE,13.13,36,C,0.2268,Current,2023-01-27
LOAN-000434,CUST-000291,"$6,825.05",EDUCATION,18.70,48,E,0.1905,Late (31-120 days),2022-12-03
LOAN-000435,CUST-000292,"$8,480.92",HOMEIMPROVEMENT,11.01,24,B,0.2969,Current,2023-03-30
LOAN-000436,CUST-000293,"$12,270.38",HOMEIMPROVEMENT,10.82,48,B,0.3321,Current,2022-12-01
LOAN-000437,CUST-000293,"$2,731.82",DEBTCONSOLIDATION,7.37,12,A,0.3274,Current,2022-11-02
LOAN-000438,CUST-000294,"$9,713.11",EDUCATION,11.51,12,C,0.5006,Fully Paid,2023-01-02
LOAN-000439,CUST-000295,"$10,309.67",DEBTCONSOLIDATION,12.10,36,C,0.1719,Fully Paid,2022-05-12
LOAN-000440,CUST-000296,"$7,075.82",VENTURE,13.42,24,C,0.3083,Current,2022-05-04
LOAN-000441,CUST-000297,"$15,043.86",EDUCATION,15.54,24,D,0.2702,Late (31-120 days),2022-10-14
LOAN-000442,CUST-000297,"$6,226.36",PERSONAL,13.59,60,C,0.0666,Late (31-120 days),2022-09-20
LOAN-000443,CUST-000298,"$12,825.63",VENTURE,12.30,24,C,0.3220,Current,2022-12-08
LOAN-000444,CUST-000299,"$3,617.68",VENTURE,10.58,60,B,0.1362,Fully Paid,2022-11-29
LOAN-000445,CUST-000300,"$2,605.32",PERSONAL,7.74,36,A,0.1356,Current,2022-09-10
LOAN-000446,CUST-000300,"$2,538.34",VENTURE,7.81,36,A,0.2194,Fully Paid,2022-10-06
LOAN-000447,CUST-000301,"$6,124.02",HOMEIMPROVEMENT,10.82,24,B,0.1304,Fully Paid,2022-03-11
LOAN-000448,CUST-000301,"$12,013.68",EDUCATION,14.11,24,C,0.3747,Late (16-30 days),2022-05-03
LOAN-000449,CUST-000302,"$9,387.75",MEDICAL,15.21,12,D,0.4089,Charged Off / Default,2022-06-17
LOAN-000450,CUST-000302,"$11,142.79",HOMEIMPROVEMENT,16.18,48,D,0.2151,Charged Off / Default,2022-06-19
LOAN-000451,CUST-000303,"$12,817.14",PERSONAL,11.04,60,B,0.1762,Fully Paid,2022-06-15
LOAN-000452,CUST-000303,"$5,499.22",PERSONAL,11.88,12,C,0.3435,Fully Paid,2022-05-05
LOAN-000453,CUST-000304,"$11,521.04",EDUCATION,6.94,12,A,0.3942,Fully Paid,2022-08-02
LOAN-000454,CUST-000304,"$13,424.01",DEBTCONSOLIDATION,7.12,48,A,0.3049,Current,2022-09-14
LOAN-000455,CUST-000305,"$10,456.76",EDUCATION,11.15,36,B,0.1009,Fully Paid,2023-04-12
LOAN-000456,CUST-000305,"$11,327.96",DEBTCONSOLIDATION,13.38,60,C,0.2667,Fully Paid,2023-03-01
LOAN-000457,CUST-000306,"$13,449.75",VENTURE,11.67,36,C,0.1952,Fully Paid,2022-03-29
LOAN-000458,CUST-000306,"$3,833.37",EDUCATION,14.53,48,D,0.1245,Late (16-30 days),2022-03-09
LOAN-000459,CUST-000307,"$6,711.72",VENTURE,12.95,12,C,0.3351,Fully Paid,2022-11-24
LOAN-000460,CUST-000307,"$10,595.26",EDUCATION,12.73,24,C,0.2980,Fully Paid,2022-10-03
LOAN-000461,CUST-000308,"$26,166.06",MEDICAL,12.99,60,C,0.2495,Late (16-30 days),2022-05-27
LOAN-000462,CUST-000308,"$19,777.91",MEDICAL,13.17,60,C,0.3119,Current,2022-08-25
LOAN-000463,CUST-000309,"$13,491.06",HOMEIMPROVEMENT,14.68,24,D,0.2790,Current,2023-03-21
LOAN-000464,CUST-000310,"$22,584.26",EDUCATION,9.81,24,B,0.3020,Fully Paid,2022-06-13
LOAN-000465,CUST-000311,"$18,513.35",HOMEIMPROVEMENT,13.31,60,C,0.1531,Current,2022-01-21
LOAN-000466,CUST-000312,"$15,913.65",HOMEIMPROVEMENT,12.83,24,C,0.2520,Fully Paid,2022-11-18
LOAN-000467,CUST-000312,"$13,948.33",PERSONAL,11.75,12,C,0.3611,Fully Paid,2022-11-05
LOAN-000468,CUST-000313,"$10,270.22",MEDICAL,12.35,36,C,0.2566,Fully Paid,2022-08-14
LOAN-000469,CUST-000314,"$14,133.23",VENTURE,6.19,12,A,0.3537,Late (16-30 days),2022-09-27
LOAN-000470,CUST-000315,"$36,700.42",DEBTCONSOLIDATION,12.81,12,C,0.4830,Current,2023-03-11
LOAN-000471,CUST-000315,"$20,495.25",VENTURE,12.04,60,C,0.2462,Fully Paid,2023-01-04
LOAN-000472,CUST-000316,"$12,872.89",DEBTCONSOLIDATION,7.20,60,A,0.1902,Current,2023-01-16
LOAN-000473,CUST-000317,"$3,031.32",VENTURE,12.06,12,C,0.1786,Fully Paid,2022-10-21
LOAN-000474,CUST-000318,"$4,990.70",EDUCATION,11.28,24,B,0.1419,Fully Paid,2022-10-18
LOAN-000475,CUST-000319,"$21,477.39",EDUCATION,14.66,12,D,0.4166,Current,2022-06-13
LOAN-000476,CUST-000319,"$12,934.01",DEBTCONSOLIDATION,13.45,24,C,0.2163,Late (16-30 days),2022-04-05
LOAN-000477,CUST-000320,"$3,894.66",VENTURE,14.39,48,C,0.2473,Late (31-120 days),2022-11-21
