report_id,customer_id,fico_score,cb_person_default_on_file,total_open_credit_lines,revolving_utilization_pct,derogatory_public_records,past_due_30_59_days_count,past_due_60_89_days_count,past_due_90_plus_days_count,report_date
CBR-000353,CUST-000353,696,N,10,57.30,0,0,0,0,2022-09-04
CBR-000354,CUST-000354,632,N,4,67.63,0,2,0,0,2022-11-26
CBR-000355,CUST-000355,704,Y,8,53.83,0,0,0,0,2023-02-10
CBR-000356,CUST-000356,651,N,15,47.52,0,0,0,0,2023-02-03
CBR-000357,CUST-000357,634,N,6,44.14,0,0,0,0,2023-03-24
CBR-000358,CUST-000358,744,N,4,51.33,0,0,0,0,2022-03-08
CBR-000359,CUST-000359,633,N,7,28.48,0,0,0,0,2022-11-26
CBR-000360,CUST-000360,748,N,4,23.35,0,0,0,0,2023-02-20
CBR-000361,CUST-000361,628,N,12,40.43,0,0,0,0,2022-06-09
CBR-000362,CUST-000362,814,N,6,13.43,0,0,0,0,2022-11-14
CBR-000363,CUST-000363,555,N,8,29.64,0,0,0,0,2022-10-10
CBR-000364,CUST-000364,603,N,6,64.75,0,3,0,0,2023-04-27
CBR-000365,CUST-000365,659,Y,9,47.03,0,0,0,0,2022-12-09
CBR-000366,CUST-000366,531,N,6,26.41,0,0,0,0,2022-06-23
CBR-000367,CUST-000367,520,Y,10,29.11,0,0,0,0,2022-10-27
CBR-000368,CUST-000368,531,N,8,29.95,0,1,0,0,2022-12-15
CBR-000369,CUST-000369,649,N,7,21.61,2,2,0,0,2022-10-22
CBR-000370,CUST-000370,651,N,9,55.66,0,0,0,0,2023-02-02
CBR-000371,CUST-000371,693,N,11,19.01,0,0,0,0,2022-11-15
CBR-000372,CUST-000372,656,N,4,61.86,0,0,0,0,2022-12-16
CBR-000373,CUST-000373,690,N,5,91.13,0,0,0,0,2023-05-11
CBR-000374,CUST-000374,638,N,7,82.51,0,0,0,0,2023-02-08
CBR-000375,CUST-000375,720,N,9,62.08,0,0,0,0,2022-10-30
CBR-000376,CUST-000376,711,Y,7,27.20,0,0,0,0,2022-11-05
CBR-000377,CUST-000377,647,Y,11,11.45,0,0,0,0,2023-02-06
CBR-000378,CUST-000378,707,N,4,21.22,0,0,0,0,2022-12-21
CBR-000379,CUST-000379,656,N,13,50.22,0,1,0,0,2022-10-04
CBR-000380,CUST-000380,563,N,10,11.91,0,0,0,0,2023-06-18
CBR-000381,CUST-000381,733,N,8,54.40,0,0,0,0,2023-01-11
CBR-000382,CUST-000382,606,N,7,54.67,1,1,0,0,2023-03-18
CBR-000383,CUST-000383,732,N,11,88.23,0,0,0,0,2022-08-26
CBR-000384,CUST-000384,692,N,9,86.40,0,0,0,0,2022-05-15
CBR-000385,CUST-000385,664,N,7,22.58,0,0,0,0,2022-12-30
CBR-000386,CUST-000386,538,Y,5,62.47,0,0,0,0,2022-08-17
CBR-000387,CUST-000387,777,N,12,59.94,0,0,0,0,2022-09-09
CBR-000388,CUST-000388,644,N,9,34.27,0,0,0,0,2023-01-29
CBR-000389,CUST-000389,714,N,19,68.51,0,0,0,0,2022-11-20
CBR-000390,CUST-000390,662,N,5,49.12,0,0,0,0,2023-01-09
CBR-000391,CUST-000391,650,N,7,48.63,0,0,0,0,2023-01-04
CBR-000392,CUST-000392,683,N,8,70.95,0,0,0,0,2022-12-03
CBR-000393,CUST-000393,671,N,3,43.85,0,0,0,0,2022-05-29
CBR-000394,CUST-000394,651,Y,7,39.18,0,0,0,0,2022-12-09
CBR-000395,CUST-000395,666,N,7,32.97,0,0,0,0,2022-12-13
CBR-000396,CUST-000396,699,Y,5,55.83,0,0,0,0,2022-12-01
CBR-000397,CUST-000397,704,N,11,40.43,0,0,0,0,2023-02-03
CBR-000398,CUST-000398,673,Y,6,79.66,0,0,0,0,2022-04-26
CBR-000399,CUST-000399,713,N,9,43.29,0,0,0,0,2023-03-29
CBR-000400,CUST-000400,640,N,11,33.91,0,0,0,0,2022-06-12
CBR-000401,CUST-000401,825,N,11,55.86,0,0,0,0,2022-10-18
CBR-000402,CUST-000402,773,N,8,41.12,0,0,0,0,2022-08-28
CBR-000403,CUST-000403,723,N,7,15.45,0,0,0,0,2023-01-24
CBR-000404,CUST-000404,534,N,8,11.88,0,0,0,0,2022-12-17
CBR-000405,CUST-000405,712,Y,6,48.45,0,0,0,0,2023-01-11
CBR-000406,CUST-000406,646,N,6,27.46,0,0,0,0,2022-06-23
CBR-000407,CUST-000407,601,Y,10,47.67,0,2,0,0,2023-01-02
CBR-000408,CUST-000408,644,N,2,23.47,0,0,0,0,2023-03-06
CBR-000409,CUST-000409,609,Y,13,32.37,0,0,0,0,2022-12-30
CBR-000410,CUST-000410,705,N,6,11.91,0,0,0,0,2023-02-07
CBR-000411,CUST-000411,783,N,12,20.78,0,0,0,0,2022-09-11
CBR-000412,CUST-000412,727,N,6,30.06,0,0,0,0,2022-09-05
CBR-000413,CUST-000413,850,N,10,41.10,0,1,0,0,2023-01-04
CBR-000414,CUST-000414,561,Y,3,47.17,0,0,0,0,2022-11-27
CBR-000415,CUST-000415,634,N,8,45.86,0,3,0,0,2022-09-06
CBR-000416,CUST-000416,603,N,6,33.43,0,1,0,0,2022-10-04
CBR-000417,CUST-000417,756,N,3,57.59,0,0,0,0,2022-04-26
CBR-000418,CUST-000418,654,N,15,21.33,0,0,0,0,2023-03-14
CBR-000419,CUST-000419,683,N,3,25.13,0,0,0,0,2022-11-05
CBR-000420,CUST-000420,714,N,7,26.74,0,0,0,0,2022-11-13
CBR-000421,CUST-000421,568,Y,7,47.69,0,0,0,0,2022-06-23
CBR-000422,CUST-000422,626,N,9,85.14,0,0,0,0,2022-12-10
CBR-000423,CUST-000423,739,N,14,23.03,0,0,0,0,2022-06-26
CBR-000424,CUST-000424,631,N,7,44.31,0,1,0,0,2022-06-20
CBR-000425,CUST-000425,550,N,5,9.38,0,0,0,0,2023-03-12
CBR-000426,CUST-000426,606,N,7,45.66,0,3,0,0,2022-11-15
CBR-000427,CUST-000427,649,N,11,19.81,0,0,0,0,2023-02-28
CBR-000428,CUST-000428,681,N,8,75.07,0,0,0,0,2023-02-22
CBR-000429,CUST-000429,665,N,8,27.00,0,0,0,0,2022-06-13
CBR-000430,CUST-000430,627,N,13,71.64,1,0,0,0,2023-03-01
CBR-000431,CUST-000431,735,N,9,34.73,0,0,0,0,2022-05-20
CBR-000432,CUST-000432,660,N,10,63.36,0,0,0,0,2022-09-25
CBR-000433,CUST-000433,684,Y,10,35.31,0,0,0,0,2023-01-21
CBR-000434,CUST-000434,630,Y,11,75.54,0,0,0,0,2022-07-13
CBR-000435,CUST-000435,775,Y,7,68.42,0,0,0,0,2022-12-15
CBR-000436,CUST-000436,642,N,4,49.68,0,2,0,0,2023-03-01
CBR-000437,CUST-000437,675,N,9,17.15,0,0,0,0,2022-12-22
CBR-000438,CUST-000438,742,N,7,22.64,0,0,0,0,2022-05-23
CBR-000439,CUST-000439,689,N,10,45.48,0,0,0,0,2022-12-20
CBR-000440,CUST-000440,687,N,9,66.43,0,0,0,0,2022-07-19
CBR-000441,CUST-000441,531,Y,10,4.53,0,1,0,0,2022-08-30
CBR-000442,CUST-000442,717,N,7,24.60,0,0,0,0,2022-10-28
CBR-000443,CUST-000443,673,N,5,38.73,0,0,0,0,2023-04-12
CBR-000444,CUST-000444,707,N,6,30.55,0,0,0,0,2022-10-12
CBR-000445,CUST-000445,682,N,7,54.95,0,0,0,0,2022-11-21
CBR-000446,CUST-000446,630,N,8,44.90,1,0,0,0,2023-01-27
CBR-000447,CUST-000447,732,Y,9,55.35,0,0,0,0,2022-12-10
CBR-000448,CUST-000448,683,N,9,54.51,0,0,0,0,2022-10-03
CBR-000449,CUST-000449,579,Y,7,25.62,0,3,1,0,2022-08-31
CBR-000450,CUST-000450,761,N,11,59.16,0,0,0,0,2022-08-21
CBR-000451,CUST-000451,569,Y,6,30.12,1,0,0,0,2022-05-06
CBR-000452,CUST-000452,733,N,7,20.70,0,0,0,0,2023-01-27
CBR-000453,CUST-000453,774,N,9,21.46,0,0,0,0,2023-01-28
CBR-000454,CUST-000454,592,N,6,57.16,0,0,0,0,2022-11-27
CBR-000455,CUST-000455,661,N,5,57.16,0,0,0,0,2023-02-15
CBR-000456,CUST-000456,654,N,11,64.05,0,0,0,0,2022-05-06
CBR-000457,CUST-000457,658,N,2,17.13,0,0,0,0,2023-01-07
CBR-000458,CUST-000458,798,N,8,37.13,0,0,0,0,2022-11-21
CBR-000459,CUST-000459,593,Y,13,49.19,0,0,0,0,2022-06-19
CBR-000460,CUST-000460,648,N,7,32.81,0,0,0,0,2022-08-13
CBR-000461,CUST-000461,775,N,10,82.91,0,0,0,0,2022-11-03
CBR-000462,CUST-000462,647,N,4,21.71,0,1,0,0,2022-12-06
CBR-000463,CUST-000463,604,N,7,48.88,0,0,0,0,2022-05-01
CBR-000464,CUST-000464,688,N,8,49.12,0,0,0,0,2022-09-07
CBR-000465,CUST-000465,726,N,9,52.63,0,0,0,0,2022-11-02
CBR-000466,CUST-000466,642,N,7,64.76,0,0,0,0,2022-03-22
CBR-000467,CUST-000467,708,N,8,47.65,0,0,0,0,2022-07-19
CBR-000468,CUST-000468,573,N,8,51.69,0,0,0,0,2022-11-29
CBR-000469,CUST-000469,577,N,9,61.23,1,0,0,0,2022-09-15
CBR-000470,CUST-000470,639,N,11,63.34,0,0,0,0,2023-03-24
CBR-000471,CUST-000471,711,Y,8,28.42,0,0,0,0,2023-02-05
CBR-000472,CUST-000472,723,N,13,83.64,0,0,0,0,2022-08-10
CBR-000473,CUST-000473,587,Y,10,42.99,1,0,0,0,2022-08-13
CBR-000474,CUST-000474,720,N,7,49.14,0,0,0,0,2022-12-15
CBR-000475,CUST-000475,681,N,7,4.11,0,1,0,0,2023-02-27
CBR-000476,CUST-000476,608,Y,8,66.61,0,0,0,0,2022-12-07
CBR-000477,CUST-000477,576,Y,12,52.01,0,0,0,0,2023-04-14
CBR-000478,CUST-000478,686,N,12,58.86,0,1,0,0,2023-01-04
CBR-000479,CUST-000479,760,N,7,27.55,0,1,0,0,2022-12-03
CBR-000480,CUST-000480,672,N,9,37.80,0,0,0,0,2023-04-29
CBR-000481,CUST-000481,604,Y,7,83.99,0,0,0,0,2022-10-02
CBR-000482,CUST-000482,539,Y,4,60.70,0,0,0,0,2023-04-23
CBR-000483,CUST-000483,777,N,8,28.20,0,0,0,0,2022-11-04
CBR-000484,CUST-000484,742,N,9,58.07,0,0,0,0,2023-01-08
CBR-000485,CUST-000485,691,N,7,54.16,0,0,0,0,2022-08-15
CBR-000486,CUST-000486,773,N,7,26.63,0,0,0,0,2022-07-24
CBR-000487,CUST-000487,685,N,8,2.41,0,0,0,0,2022-05-23
CBR-000488,CUST-000488,632,N,8,60.36,0,0,0,0,2023-02-13
CBR-000489,CUST-000489,708,N,12,42.19,0,0,0,0,2023-02-01
CBR-000490,CUST-000490,611,Y,6,10.19,0,0,0,0,2022-08-16
CBR-000491,CUST-000491,600,N,10,11.15,0,0,0,0,2022-06-24
CBR-000492,CUST-000492,724,N,8,53.94,0,1,0,0,2022-11-24
CBR-000493,CUST-000493,729,N,11,53.86,0,0,0,0,2022-06-14
CBR-000494,CUST-000494,580,N,7,35.17,0,0,0,0,2022-06-04
CBR-000495,CUST-000495,583,N,7,15.76,0,1,1,1,2022-07-08
CBR-000496,CUST-000496,638,N,8,49.90,0,3,0,0,2022-07-21
CBR-000497,CUST-000497,620,N,9,34.91,0,1,0,0,2022-11-18
CBR-000498,CUST-000498,703,N,8,25.70,0,0,0,0,2023-04-18
CBR-000499,CUST-000499,673,N,10,59.53,0,0,0,0,2022-08-09
CBR-000500,CUST-000500,751,N,9,41.25,0,0,0,0,2022-12-12
CBR-000501,CUST-000501,692,N,4,59.12,0,0,0,0,2022-05-15
CBR-000502,CUST-000502,624,N,4,81.71,2,2,0,0,2023-01-19
CBR-000503,CUST-000503,537,Y,11,48.90,0,1,0,0,2022-09-27
CBR-000504,CUST-000504,682,N,8,48.16,0,0,0,0,2023-06-14
CBR-000505,CUST-000505,550,N,9,8.06,3,0,0,0,2023-03-05
CBR-000506,CUST-000506,624,Y,11,17.61,0,2,1,0,2023-03-12
CBR-000507,CUST-000507,619,Y,5,49.87,0,1,0,0,2023-05-02
CBR-000508,CUST-000508,634,N,10,33.11,0,0,0,0,2022-08-01
CBR-000509,CUST-000509,577,N,12,59.04,0,0,0,0,2022-10-06
CBR-000510,CUST-000510,619,Y,8,52.24,0,0,0,0,2022-07-03
CBR-000511,CUST-000511,750,N,8,21.25,0,0,0,0,2022-08-11
CBR-000512,CUST-000512,750,N,7,26.32,0,0,0,0,2022-07-22
CBR-000513,CUST-000513,777,N,7,32.42,0,0,0,0,2022-06-17
CBR-000514,CUST-000514,670,N,7,44.09,0,0,0,0,2022-12-12
CBR-000515,CUST-000515,688,N,7,12.61,0,0,0,0,2022-07-22
CBR-000516,CUST-000516,751,N,8,57.97,0,0,0,0,2022-10-15
CBR-000517,CUST-000517,567,Y,10,41.54,0,2,0,0,2022-12-14
CBR-000518,CUST-000518,726,Y,7,33.50,0,0,0,0,2022-07-04
CBR-000519,CUST-000519,761,N,10,38.05,0,0,0,0,2022-12-15
CBR-000520,CUST-000520,607,Y,4,59.49,0,2,0,0,2022-09-04
CBR-000521,CUST-000521,766,N,10,27.46,0,0,0,0,2022-07-01
CBR-000522,CUST-000522,814,N,9,15.14,0,0,0,0,2023-06-14
CBR-000523,CUST-000523,724,N,8,35.19,0,0,0,0,2022-11-17
CBR-000524,CUST-000524,711,N,11,15.00,0,0,0,0,2022-07-02
CBR-000525,CUST-000525,591,Y,8,56.21,2,0,0,0,2023-01-31
CBR-000526,CUST-000526,744,N,6,36.00,0,0,0,0,2022-12-31
CBR-000527,CUST-000527,598,N,9,13.96,0,0,0,0,2023-02-08
CBR-000528,CUST-000528,695,N,9,68.36,0,0,0,0,2022-11-03
CBR-000529,CUST-000529,702,N,9,32.25,0,0,0,0,2023-03-18
CBR-000530,CUST-000530,520,Y,12,55.81,0,0,0,0,2022-09-03
CBR-000531,CUST-000531,698,N,8,57.89,0,0,0,0,2022-07-29
CBR-000532,CUST-000532,850,N,6,20.07,0,0,0,0,2022-04-14
CBR-000533,CUST-000533,523,Y,12,27.18,0,0,0,0,2023-01-12
CBR-000534,CUST-000534,666,N,11,9.12,0,0,0,0,2022-11-11
CBR-000535,CUST-000535,533,Y,12,58.20,0,0,0,0,2023-04-21
CBR-000536,CUST-000536,607,N,12,83.45,0,1,0,0,2022-12-31
CBR-000537,CUST-000537,534,N,10,10.67,0,0,0,0,2022-09-23
CBR-000538,CUST-000538,681,N,8,27.42,0,0,0,0,2022-07-17
CBR-000539,CUST-000539,725,N,9,40.51,0,1,0,0,2023-03-29
CBR-000540,CUST-000540,698,N,6,39.28,0,0,0,0,2023-03-19
CBR-000541,CUST-000541,604,N,4,63.64,0,0,0,0,2022-06-28
CBR-000542,CUST-000542,627,N,8,15.19,0,0,0,0,2022-03-30
CBR-000543,CUST-000543,689,Y,4,8.57,0,0,0,0,2023-05-10
CBR-000544,CUST-000544,607,Y,5,37.86,0,3,0,0,2022-06-05
CBR-000545,CUST-000545,576,Y,10,35.11,1,0,0,0,2022-05-03
CBR-000546,CUST-000546,653,N,7,17.09,0,0,0,0,2022-06-05
CBR-000547,CUST-000547,603,Y,9,48.02,2,0,0,0,2022-10-16
CBR-000548,CUST-000548,698,N,8,53.55,0,0,0,0,2022-08-02
CBR-000549,CUST-000549,760,N,10,56.86,0,0,0,0,2022-07-11
CBR-000550,CUST-000550,850,N,7,69.83,0,0,0,0,2022-06-01
CBR-000551,CUST-000551,693,N,9,30.50,0,0,0,0,2022-07-27
CBR-000552,CUST-000552,715,N,10,38.18,0,0,0,0,2022-05-19
CBR-000553,CUST-000553,628,N,3,40.13,0,1,0,0,2022-12-16
CBR-000554,CUST-000554,632,Y,11,11.33,0,0,0,0,2023-04-17
CBR-000555,CUST-000555,759,N,6,8.79,0,0,0,0,2022-12-15
CBR-000556,CUST-000556,650,N,11,82.80,0,0,0,0,2022-12-21
CBR-000557,CUST-000557,675,N,10,73.49,0,0,0,0,2023-01-31
CBR-000558,CUST-000558,755,N,9,44.71,0,0,0,0,2022-08-26
CBR-000559,CUST-000559,651,N,6,52.72,0,0,0,0,2023-02-21
CBR-000560,CUST-000560,775,N,7,64.51,0,0,0,0,2022-08-11
CBR-000561,CUST-000561,710,N,13,41.34,0,0,0,0,2023-04-06
CBR-000562,CUST-000562,701,N,8,29.03,0,0,0,0,2022-06-05
CBR-000563,CUST-000563,624,N,9,20.31,0,0,0,0,2022-06-04
CBR-000564,CUST-000564,705,N,9,54.98,0,0,0,0,2023-01-17
CBR-000565,CUST-000565,639,N,8,37.24,0,1,0,0,2022-07-07
CBR-000566,CUST-000566,702,N,10,68.84,0,0,0,0,2022-07-11
CBR-000567,CUST-000567,662,N,4,38.57,0,0,0,0,2022-03-03
CBR-000568,CUST-000568,737,N,6,13.51,0,0,0,0,2022-11-13
CBR-000569,CUST-000569,667,N,11,14.80,0,0,0,0,2022-08-30
CBR-000570,CUST-000570,812,N,6,88.23,0,0,0,0,2022-02-28
CBR-000571,CUST-000571,650,N,1,1.53,0,0,0,0,2022-10-14
CBR-000572,CUST-000572,632,N,12,37.64,0,0,0,0,2022-07-28
CBR-000573,CUST-000573,694,N,12,56.52,0,0,0,0,2022-09-06
CBR-000574,CUST-000574,745,N,9,15.16,0,0,0,0,2023-02-24
CBR-000575,CUST-000575,744,N,7,32.55,0,0,0,0,2022-08-16
CBR-000576,CUST-000576,681,N,8,2.23,0,0,0,0,2022-05-14
CBR-000577,CUST-000577,693,N,8,25.18,0,0,0,0,2022-06-20
CBR-000578,CUST-000578,693,N,11,70.22,0,1,0,0,2023-04-24
CBR-000579,CUST-000579,594,N,5,71.32,0,0,0,0,2023-02-09
CBR-000580,CUST-000580,741,N,9,33.96,0,1,0,0,2022-08-11
CBR-000581,CUST-000581,581,N,8,8.33,2,0,0,0,2022-08-17
CBR-000582,CUST-000582,594,N,6,45.27,0,0,0,0,2022-11-17
CBR-000583,CUST-000583,673,N,12,26.34,0,0,0,0,2022-10-01
CBR-000584,CUST-000584,647,N,8,67.19,0,0,0,0,2023-03-18
CBR-000585,CUST-000585,725,N,7,22.24,0,0,0,0,2022-06-28
CBR-000586,CUST-000586,701,N,9,61.37,0,0,0,0,2023-01-15
CBR-000587,CUST-000587,679,N,9,26.68,0,0,0,0,2022-03-11
CBR-000588,CUST-000588,591,N,5,76.68,0,0,0,0,2022-06-07
CBR-000589,CUST-000589,671,N,7,46.00,0,0,0,0,2023-01-16
CBR-000590,CUST-000590,666,N,5,51.08,0,1,0,0,2022-07-16
CBR-000591,CUST-000591,685,N,9,38.75,0,0,0,0,2022-10-29
CBR-000592,CUST-000592,639,N,9,76.04,0,2,0,0,2022-10-28
CBR-000593,CUST-000593,706,N,5,9.54,0,0,0,0,2023-01-31
CBR-000594,CUST-000594,645,N,8,30.65,1,0,0,0,2022-08-22
CBR-000595,CUST-000595,700,N,6,34.21,0,0,0,0,2023-02-13
CBR-000596,CUST-000596,725,N,7,31.52,0,0,0,0,2023-04-19
CBR-000597,CUST-000597,632,N,6,45.01,0,3,0,0,2022-09-05
CBR-000598,CUST-000598,615,Y,6,68.22,0,0,0,0,2022-08-14
CBR-000599,CUST-000599,703,N,9,27.76,0,0,0,0,2023-02-26
CBR-000600,CUST-000600,577,N,5,53.46,0,0,0,0,2022-09-05
CBR-000601,CUST-000601,747,N,8,17.51,0,0,0,0,2023-04-02
CBR-000602,CUST-000602,670,N,8,54.01,0,0,0,0,2023-01-17
CBR-000603,CUST-000603,661,N,11,45.29,0,0,0,0,2022-05-02
CBR-000604,CUST-000604,708,Y,8,70.10,0,0,0,0,2022-11-08
CBR-000605,CUST-000605,703,N,6,6.61,0,0,0,0,2022-06-30
CBR-000606,CUST-000606,670,N,11,21.09,0,0,0,0,2023-04-08
CBR-000607,CUST-000607,731,N,10,37.99,0,0,0,0,2022-06-26
CBR-000608,CUST-000608,622,Y,5,21.55,0,0,0,0,2022-07-17
CBR-000609,CUST-000609,719,N,10,52.30,0,0,0,0,2022-06-16
CBR-000610,CUST-000610,594,Y,5,34.61,0,1,0,0,2022-12-04
CBR-000611,CUST-000611,705,Y,8,30.84,0,0,0,0,2022-07-07
CBR-000612,CUST-000612,647,N,5,90.29,0,1,0,0,2023-05-03
CBR-000613,CUST-000613,578,N,12,21.82,0,1,0,0,2022-12-20
CBR-000614,CUST-000614,687,Y,8,30.78,0,0,0,0,2022-10-04
CBR-000615,CUST-000615,667,N,6,17.92,0,0,0,0,2022-07-21
CBR-000616,CUST-000616,562,Y,5,19.99,0,0,0,0,2023-03-18
CBR-000617,CUST-000617,522,N,9,35.46,0,1,1,0,2022-09-01
CBR-000618,CUST-000618,659,N,6,22.35,0,0,0,0,2022-04-22
CBR-000619,CUST-000619,783,N,9,26.48,0,0,0,0,2023-02-26
CBR-000620,CUST-000620,692,N,7,23.91,0,0,0,0,2022-12-10
CBR-000621,CUST-000621,623,N,3,25.85,0,0,0,0,2023-01-06
CBR-000622,CUST-000622,745,N,8,35.22,0,0,0,0,2022-06-18
CBR-000623,CUST-000623,733,N,8,41.40,0,0,0,0,2022-11-23
CBR-000624,CUST-000624,759,N,10,63.87,0,0,0,0,2022-10-20
CBR-000625,CUST-000625,717,N,6,8.28,0,0,0,0,2022-11-17
CBR-000626,CUST-000626,732,N,7,24.27,0,0,0,0,2023-01-07
CBR-000627,CUST-000627,721,N,6,53.69,0,0,0,0,2022-06-29
CBR-000628,CUST-000628,636,N,5,39.79,2,0,0,0,2022-08-04
CBR-000629,CUST-000629,555,Y,9,14.56,1,1,0,0,2023-02-22
CBR-000630,CUST-000630,633,N,6,13.94,0,0,0,0,2022-09-29
CBR-000631,CUST-000631,747,Y,8,51.51,0,0,0,0,2022-06-02
CBR-000632,CUST-000632,643,N,6,26.64,1,2,0,0,2022-03-06
CBR-000633,CUST-000633,659,Y,14,24.12,0,0,0,0,2022-10-24
CBR-000634,CUST-000634,588,Y,8,33.22,0,0,0,0,2022-06-05
CBR-000635,CUST-000635,631,Y,8,69.67,0,0,0,0,2023-03-05
CBR-000636,CUST-000636,669,N,8,58.64,0,0,0,0,2022-06-03
CBR-000637,CUST-000637,704,N,8,36.28,0,0,0,0,2022-04-17
CBR-000638,CUST-000638,637,N,7,28.09,0,0,0,0,2023-02-07
CBR-000639,CUST-000639,633,N,6,38.80,0,0,0,0,2022-10-06
CBR-000640,CUST-000640,728,N,15,78.68,0,0,0,0,2022-06-26
CBR-000641,CUST-000641,692,N,10,15.34,0,0,0,0,2022-12-25
CBR-000642,CUST-000642,701,N,9,39.70,0,0,0,0,2022-07-10
CBR-000643,CUST-000643,776,N,10,58.04,0,0,0,0,2022-10-05
CBR-000644,CUST-000644,634,N,8,24.72,2,0,0,0,2022-09-01
CBR-000645,CUST-000645,666,N,6,33.95,0,0,0,0,2022-07-20
CBR-000646,CUST-000646,708,N,12,64.28,0,0,0,0,2022-08-31
CBR-000647,CUST-000647,608,Y,9,73.62,0,0,0,0,2023-03-28
CBR-000648,CUST-000648,686,N,5,58.01,0,0,0,0,2022-08-03
CBR-000649,CUST-000649,671,N,6,73.36,0,0,0,0,2023-02-28
CBR-000650,CUST-000650,850,N,13,68.56,0,0,0,0,2023-02-09
CBR-000651,CUST-000651,676,N,11,70.78,0,0,0,0,2023-06-15
CBR-000652,CUST-000652,750,N,12,44.59,0,0,0,0,2023-01-20
CBR-000653,CUST-000653,728,N,15,28.36,0,0,0,0,2022-05-23
CBR-000654,CUST-000654,589,Y,6,15.74,0,0,0,0,2022-06-30
CBR-000655,CUST-000655,561,Y,7,37.79,0,0,0,0,2022-12-27
CBR-000656,CUST-000656,687,N,7,54.11,0,0,0,0,2023-04-30
CBR-000657,CUST-000657,758,N,7,27.10,0,0,0,0,2022-12-29
CBR-000658,CUST-000658,690,N,13,41.57,0,0,0,0,2022-10-17
CBR-000659,CUST-000659,675,N,7,45.22,0,0,0,0,2022-12-16
CBR-000660,CUST-000660,650,N,7,50.35,0,0,0,0,2022-12-27
CBR-000661,CUST-000661,577,N,7,15.88,1,0,0,0,2022-11-29
CBR-000662,CUST-000662,602,N,6,33.10,0,2,0,0,2023-01-31
CBR-000663,CUST-000663,556,N,6,74.11,1,3,1,0,2023-03-02
CBR-000664,CUST-000664,592,N,7,70.43,0,0,0,0,2023-02-26
CBR-000665,CUST-000665,633,N,5,51.31,0,0,0,0,2022-10-19
CBR-000666,CUST-000666,724,N,12,29.65,0,0,0,0,2022-09-11
CBR-000667,CUST-000667,638,N,9,49.02,0,1,0,0,2023-01-07
CBR-000668,CUST-000668,687,N,10,38.66,0,0,0,0,2023-03-08
CBR-000669,CUST-000669,679,N,7,46.88,0,0,0,0,2022-08-14
CBR-000670,CUST-000670,704,N,7,24.28,0,0,0,0,2023-01-20
CBR-000671,CUST-000671,597,Y,8,24.60,0,1,0,0,2023-01-29
CBR-000672,CUST-000672,744,N,10,30.56,0,0,0,0,2022-11-03
CBR-000673,CUST-000673,571,Y,2,6.54,0,1,0,0,2022-12-03
CBR-000674,CUST-000674,638,N,9,71.37,0,1,1,0,2022-05-24
CBR-000675,CUST-000675,668,N,5,13.29,0,0,0,0,2023-02-24
CBR-000676,CUST-000676,723,N,6,45.78,0,0,0,0,2023-04-27
CBR-000677,CUST-000677,766,N,9,69.28,0,0,0,0,2022-06-28
CBR-000678,CUST-000678,723,N,11,66.71,0,0,0,0,2022-10-17
CBR-000679,CUST-000679,769,Y,14,15.04,0,0,0,0,2023-03-30
CBR-000680,CUST-000680,611,N,8,30.64,0,1,0,0,2022-06-30
CBR-000681,CUST-000681,753,N,10,60.07,0,1,0,0,2023-04-19
CBR-000682,CUST-000682,741,N,4,43.55,0,1,0,0,2023-03-10
CBR-000683,CUST-000683,520,N,7,35.69,0,1,1,0,2023-03-11
CBR-000684,CUST-000684,654,N,11,61.88,0,0,0,0,2022-09-02
CBR-000685,CUST-000685,712,N,6,50.65,0,0,0,0,2022-12-22
CBR-000686,CUST-000686,633,N,8,36.31,0,0,0,0,2022-11-29
CBR-000687,CUST-000687,593,Y,5,42.25,0,0,0,0,2022-12-06
CBR-000688,CUST-000688,817,N,8,90.18,0,0,0,0,2022-12-31
CBR-000689,CUST-000689,677,N,4,32.26,0,0,0,0,2022-11-21
CBR-000690,CUST-000690,679,N,8,72.71,0,0,0,0,2022-10-12
CBR-000691,CUST-000691,578,Y,5,43.29,0,3,0,0,2022-08-31
CBR-000692,CUST-000692,627,N,11,41.55,0,2,0,0,2023-04-10
CBR-000693,CUST-000693,607,Y,5,22.36,0,0,0,0,2023-04-04
CBR-000694,CUST-000694,745,N,9,47.26,0,0,0,0,2022-09-28
CBR-000695,CUST-000695,705,N,8,40.23,0,0,0,0,2022-03-21
CBR-000696,CUST-000696,630,N,7,39.15,1,0,0,0,2022-08-01
CBR-000697,CUST-000697,709,N,8,44.27,0,0,0,0,2023-03-01
CBR-000698,CUST-000698,652,Y,9,31.85,0,0,0,0,2023-02-21
CBR-000699,CUST-000699,686,Y,9,19.18,0,1,0,0,2022-10-09
CBR-000700,CUST-000700,686,N,13,41.09,0,0,0,0,2022-03-15
CBR-000701,CUST-000701,699,N,8,81.60,0,0,0,0,2022-12-14
CBR-000702,CUST-000702,690,N,7,35.47,0,0,0,0,2022-03-24
CBR-000703,CUST-000703,699,N,7,68.92,0,0,0,0,2022-07-10
CBR-000704,CUST-000704,757,N,13,84.12,0,0,0,0,2022-10-28
CBR-000705,CUST-000705,714,Y,7,52.39,0,0,0,0,2022-11-24
CBR-000706,CUST-000706,646,N,12,11.08,0,0,0,0,2022-07-09
