loan_id,payment_number,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,days_late,payment_status
LOAN-000368,12,2023-09-06,2023-09-06,"$1,300.32","$1,300.32",0,ON_TIME
LOAN-000369,1,2022-10-17,2022-10-17,$875.16,$875.16,0,ON_TIME
LOAN-000369,2,2022-11-17,2022-11-17,$875.16,$875.16,0,ON_TIME
LOAN-000369,3,2022-12-17,2022-12-17,$875.16,$875.16,0,ON_TIME
LOAN-000369,4,2023-01-17,2023-02-02,$875.16,$875.16,16,LATE_1_30
LOAN-000369,5,2023-02-17,2023-02-17,$875.16,$875.16,0,ON_TIME
LOAN-000369,6,2023-03-17,2023-03-24,$875.16,$875.16,7,LATE_1_30
LOAN-000369,7,2023-04-17,2023-06-25,$875.16,$725.70,69,LATE_31_90
LOAN-000369,8,2023-05-17,2023-06-04,$875.16,$875.16,18,LATE_1_30
LOAN-000369,9,2023-06-17,2023-06-27,$875.16,$875.16,10,LATE_1_30
LOAN-000369,10,2023-07-17,2023-07-15,$875.16,$875.16,0,ON_TIME
LOAN-000369,11,2023-08-17,2023-08-15,$875.16,$875.16,0,ON_TIME
LOAN-000369,12,2023-09-17,2023-09-24,$875.16,$875.16,7,LATE_1_30
LOAN-000370,1,2022-11-30,2022-12-07,$452.66,$452.66,7,LATE_1_30
LOAN-000370,2,2022-12-30,2022-12-29,$452.66,$452.66,0,ON_TIME
LOAN-000370,3,2023-01-30,2023-01-30,$452.66,$452.66,0,ON_TIME
LOAN-000370,4,2023-02-28,2023-02-27,$452.66,$452.66,0,ON_TIME
LOAN-000370,5,2023-03-30,2023-05-12,$452.66,$226.98,43,LATE_31_90
LOAN-000370,6,2023-04-30,2023-04-29,$452.66,$452.66,0,ON_TIME
LOAN-000370,7,2023-05-30,2023-05-28,$452.66,$452.66,0,ON_TIME
LOAN-000370,8,2023-06-30,2023-07-14,$452.66,$452.66,14,LATE_1_30
LOAN-000370,9,2023-07-30,2023-07-28,$452.66,$452.66,0,ON_TIME
LOAN-000370,10,2023-08-30,2023-08-28,$452.66,$452.66,0,ON_TIME
LOAN-000370,11,2023-09-30,2023-09-29,$452.66,$452.66,0,ON_TIME
LOAN-000370,12,2023-10-30,2023-10-29,$452.66,$452.66,0,ON_TIME
LOAN-000371,1,2022-09-18,2022-09-16,$81.05,$81.05,0,ON_TIME
LOAN-000371,2,2022-10-18,2022-10-16,$81.05,$81.05,0,ON_TIME
LOAN-000371,3,2022-11-18,2022-12-01,$81.05,$81.05,13,LATE_1_30
LOAN-000371,4,2022-12-18,2022-12-18,$81.05,$81.05,0,ON_TIME
LOAN-000371,5,2023-01-18,2023-01-16,$81.05,$81.05,0,ON_TIME
LOAN-000371,6,2023-02-18,2023-02-18,$81.05,$81.05,0,ON_TIME
LOAN-000371,7,2023-03-18,2023-03-17,$81.05,$81.05,0,ON_TIME
LOAN-000371,8,2023-04-18,2023-04-17,$81.05,$81.05,0,ON_TIME
LOAN-000371,9,2023-05-18,2023-05-17,$81.05,$81.05,0,ON_TIME
LOAN-000371,10,2023-06-18,2023-06-18,$81.05,$81.05,0,ON_TIME
LOAN-000371,11,2023-07-18,2023-08-12,$81.05,$81.05,25,LATE_1_30
LOAN-000371,12,2023-08-18,2023-10-29,$81.05,$52.66,72,LATE_31_90
LOAN-000372,1,2022-10-05,2022-10-05,$295.81,$295.81,0,ON_TIME
LOAN-000372,2,2022-11-05,2022-11-03,$295.81,$295.81,0,ON_TIME
LOAN-000372,3,2022-12-05,2022-12-04,$295.81,$295.81,0,ON_TIME
LOAN-000372,4,2023-01-05,2023-01-04,$295.81,$295.81,0,ON_TIME
LOAN-000372,5,2023-02-05,2023-02-18,$295.81,$295.81,13,LATE_1_30
LOAN-000372,6,2023-03-05,2023-03-05,$295.81,$295.81,0,ON_TIME
LOAN-000372,7,2023-04-05,2023-04-05,$295.81,$295.81,0,ON_TIME
LOAN-000372,8,2023-05-05,2023-05-04,$295.81,$295.81,0,ON_TIME
LOAN-000372,9,2023-06-05,2023-06-05,$295.81,$295.81,0,ON_TIME
LOAN-000372,10,2023-07-05,2023-07-04,$295.81,$295.81,0,ON_TIME
LOAN-000372,11,2023-08-05,2023-08-26,$295.81,$295.81,21,LATE_1_30
LOAN-000372,12,2023-09-05,2023-11-06,$295.81,$213.60,62,LATE_31_90
LOAN-000373,1,2022-08-24,2022-08-24,$192.63,$192.63,0,ON_TIME
LOAN-000373,2,2022-09-24,2022-09-23,$192.63,$192.63,0,ON_TIME
LOAN-000373,3,2022-10-24,2022-10-22,$192.63,$192.63,0,ON_TIME
LOAN-000373,4,2022-11-24,2022-11-24,$192.63,$192.63,0,ON_TIME
LOAN-000373,5,2022-12-24,2022-12-24,$192.63,$192.63,0,ON_TIME
LOAN-000373,6,2023-01-24,2023-01-23,$192.63,$192.63,0,ON_TIME
LOAN-000373,7,2023-02-24,2023-02-23,$192.63,$192.63,0,ON_TIME
LOAN-000373,8,2023-03-24,2023-03-23,$192.63,$192.63,0,ON_TIME
LOAN-000373,9,2023-04-24,2023-04-22,$192.63,$192.63,0,ON_TIME
LOAN-000373,10,2023-05-24,2023-05-23,$192.63,$192.63,0,ON_TIME
LOAN-000373,11,2023-06-24,2023-06-23,$192.63,$192.63,0,ON_TIME
LOAN-000373,12,2023-07-24,2023-07-24,$192.63,$192.63,0,ON_TIME
LOAN-000374,1,2022-07-20,2022-07-19,$375.54,$375.54,0,ON_TIME
LOAN-000374,2,2022-08-20,2022-08-18,$375.54,$375.54,0,ON_TIME
LOAN-000374,3,2022-09-20,2022-09-18,$375.54,$375.54,0,ON_TIME
LOAN-000374,4,2022-10-20,2022-10-20,$375.54,$375.54,0,ON_TIME
LOAN-000374,5,2022-11-20,2022-11-18,$375.54,$375.54,0,ON_TIME
LOAN-000374,6,2022-12-20,2022-12-20,$375.54,$375.54,0,ON_TIME
LOAN-000374,7,2023-01-20,2023-01-20,$375.54,$375.54,0,ON_TIME
LOAN-000374,8,2023-02-20,2023-02-19,$375.54,$375.54,0,ON_TIME
LOAN-000374,9,2023-03-20,2023-03-18,$375.54,$375.54,0,ON_TIME
LOAN-000374,10,2023-04-20,2023-05-08,$375.54,$375.54,18,LATE_1_30
LOAN-000374,11,2023-05-20,2023-05-20,$375.54,$375.54,0,ON_TIME
LOAN-000374,12,2023-06-20,2023-06-20,$375.54,$375.54,0,ON_TIME
LOAN-000375,1,2022-10-17,2022-10-17,$609.02,$609.02,0,ON_TIME
LOAN-000375,2,2022-11-17,2022-11-17,$609.02,$609.02,0,ON_TIME
LOAN-000375,3,2022-12-17,2022-12-16,$609.02,$609.02,0,ON_TIME
LOAN-000375,4,2023-01-17,2023-01-15,$609.02,$609.02,0,ON_TIME
LOAN-000375,5,2023-02-17,2023-02-16,$609.02,$609.02,0,ON_TIME
LOAN-000375,6,2023-03-17,2023-03-16,$609.02,$609.02,0,ON_TIME
LOAN-000375,7,2023-04-17,2023-04-16,$609.02,$609.02,0,ON_TIME
LOAN-000375,8,2023-05-17,2023-05-17,$609.02,$609.02,0,ON_TIME
LOAN-000375,9,2023-06-17,2023-06-16,$609.02,$609.02,0,ON_TIME
LOAN-000375,10,2023-07-17,2023-07-15,$609.02,$609.02,0,ON_TIME
LOAN-000375,11,2023-08-17,2023-08-17,$609.02,$609.02,0,ON_TIME
LOAN-000375,12,2023-09-17,2023-09-17,$609.02,$609.02,0,ON_TIME
LOAN-000376,1,2023-02-08,2023-02-07,$112.03,$112.03,0,ON_TIME
LOAN-000376,2,2023-03-08,2023-03-06,$112.03,$112.03,0,ON_TIME
LOAN-000376,3,2023-04-08,2023-04-23,$112.03,$112.03,15,LATE_1_30
LOAN-000376,4,2023-05-08,2023-05-08,$112.03,$112.03,0,ON_TIME
LOAN-000376,5,2023-06-08,2023-06-08,$112.03,$112.03,0,ON_TIME
LOAN-000376,6,2023-07-08,2023-07-08,$112.03,$112.03,0,ON_TIME
LOAN-000376,7,2023-08-08,2023-08-06,$112.03,$112.03,0,ON_TIME
LOAN-000376,8,2023-09-08,2023-09-06,$112.03,$112.03,0,ON_TIME
LOAN-000376,9,2023-10-08,2023-10-07,$112.03,$112.03,0,ON_TIME
LOAN-000376,10,2023-11-08,2023-11-08,$112.03,$112.03,0,ON_TIME
LOAN-000376,11,2023-12-08,2023-12-07,$112.03,$112.03,0,ON_TIME
LOAN-000376,12,2024-01-08,2024-01-08,$112.03,$112.03,0,ON_TIME
LOAN-000377,1,2023-02-08,2023-02-08,$76.04,$76.04,0,ON_TIME
LOAN-000377,2,2023-03-08,2023-03-07,$76.04,$76.04,0,ON_TIME
LOAN-000377,3,2023-04-08,2023-04-07,$76.04,$76.04,0,ON_TIME
LOAN-000377,4,2023-05-08,2023-06-19,$76.04,$60.35,42,LATE_31_90
LOAN-000377,5,2023-06-08,2023-06-07,$76.04,$76.04,0,ON_TIME
LOAN-000377,6,2023-07-08,2023-07-07,$76.04,$76.04,0,ON_TIME
LOAN-000377,7,2023-08-08,2023-08-08,$76.04,$76.04,0,ON_TIME
LOAN-000377,8,2023-09-08,2023-09-06,$76.04,$76.04,0,ON_TIME
LOAN-000377,9,2023-10-08,2023-10-06,$76.04,$76.04,0,ON_TIME
LOAN-000377,10,2023-11-08,2023-11-06,$76.04,$76.04,0,ON_TIME
LOAN-000377,11,2023-12-08,2023-12-08,$76.04,$76.04,0,ON_TIME
LOAN-000377,12,2024-01-08,2024-01-07,$76.04,$76.04,0,ON_TIME
LOAN-000378,1,2023-04-01,2023-03-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,2,2023-05-01,2023-04-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,3,2023-06-01,2023-05-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,4,2023-07-01,2023-06-29,$293.02,$293.02,0,ON_TIME
LOAN-000378,5,2023-08-01,2023-07-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,6,2023-09-01,2023-09-19,$293.02,$293.02,18,LATE_1_30
LOAN-000378,7,2023-10-01,2023-10-08,$293.02,$293.02,7,LATE_1_30
LOAN-000378,8,2023-11-01,2023-10-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,9,2023-12-01,2023-11-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,10,2024-01-01,2024-02-16,$293.02,$239.81,46,LATE_31_90
LOAN-000378,11,2024-02-01,2024-01-30,$293.02,$293.02,0,ON_TIME
LOAN-000378,12,2024-03-01,2024-02-28,$293.02,$293.02,0,ON_TIME
LOAN-000379,1,2022-11-26,2022-11-26,$495.45,$495.45,0,ON_TIME
LOAN-000379,2,2022-12-26,2022-12-26,$495.45,$495.45,0,ON_TIME
LOAN-000379,3,2023-01-26,2023-01-24,$495.45,$495.45,0,ON_TIME
LOAN-000379,4,2023-02-26,2023-02-24,$495.45,$495.45,0,ON_TIME
LOAN-000379,5,2023-03-26,2023-03-26,$495.45,$495.45,0,ON_TIME
LOAN-000379,6,2023-04-26,2023-04-26,$495.45,$495.45,0,ON_TIME
LOAN-000379,7,2023-05-26,2023-05-25,$495.45,$495.45,0,ON_TIME
LOAN-000379,8,2023-06-26,2023-07-02,$495.45,$495.45,6,LATE_1_30
LOAN-000379,9,2023-07-26,2023-07-24,$495.45,$495.45,0,ON_TIME
LOAN-000379,10,2023-08-26,2023-09-18,$495.45,$495.45,23,LATE_1_30
LOAN-000379,11,2023-09-26,2023-09-24,$495.45,$495.45,0,ON_TIME
LOAN-000379,12,2023-10-26,2023-10-24,$495.45,$495.45,0,ON_TIME
LOAN-000380,1,2023-02-05,2023-02-04,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,2,2023-03-05,2023-05-29,"$1,156.10",$679.16,85,LATE_31_90
LOAN-000380,3,2023-04-05,2023-04-04,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,4,2023-05-05,2023-05-03,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,5,2023-06-05,2023-06-04,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,6,2023-07-05,2023-07-04,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,7,2023-08-05,2023-08-03,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,8,2023-09-05,2023-09-04,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,9,2023-10-05,2023-10-03,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,10,2023-11-05,2023-11-03,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,11,2023-12-05,2023-12-05,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000380,12,2024-01-05,2024-01-05,"$1,156.10","$1,156.10",0,ON_TIME
LOAN-000381,1,2022-12-01,2022-11-29,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,2,2023-01-01,2023-03-07,"$3,024.30","$1,585.30",65,LATE_31_90
LOAN-000381,3,2023-02-01,2023-02-01,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,4,2023-03-01,2023-03-01,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,5,2023-04-01,2023-03-30,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,6,2023-05-01,2023-05-01,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,7,2023-06-01,2023-07-09,"$3,024.30","$1,853.71",38,LATE_31_90
LOAN-000381,8,2023-07-01,2023-07-29,"$3,024.30","$3,024.30",28,LATE_1_30
LOAN-000381,9,2023-08-01,2023-07-30,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,10,2023-09-01,2023-09-01,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,11,2023-10-01,2023-09-30,"$3,024.30","$3,024.30",0,ON_TIME
LOAN-000381,12,2023-11-01,2024-01-02,"$3,024.30","$1,352.64",62,LATE_31_90
LOAN-000382,1,2023-04-04,2023-04-04,$182.18,$182.18,0,ON_TIME
LOAN-000382,2,2023-05-04,2023-05-02,$182.18,$182.18,0,ON_TIME
LOAN-000382,3,2023-06-04,2023-06-03,$182.18,$182.18,0,ON_TIME
LOAN-000382,4,2023-07-04,2023-07-02,$182.18,$182.18,0,ON_TIME
LOAN-000382,5,2023-08-04,2023-08-04,$182.18,$182.18,0,ON_TIME
LOAN-000382,6,2023-09-04,2023-09-02,$182.18,$182.18,0,ON_TIME
LOAN-000382,7,2023-10-04,2023-10-03,$182.18,$182.18,0,ON_TIME
LOAN-000382,8,2023-11-04,2023-11-03,$182.18,$182.18,0,ON_TIME
LOAN-000382,9,2023-12-04,2023-12-04,$182.18,$182.18,0,ON_TIME
LOAN-000382,10,2024-01-04,2024-01-03,$182.18,$182.18,0,ON_TIME
LOAN-000382,11,2024-02-04,2024-02-02,$182.18,$182.18,0,ON_TIME
LOAN-000382,12,2024-03-04,2024-03-04,$182.18,$182.18,0,ON_TIME
LOAN-000383,1,2023-02-05,2023-02-05,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,2,2023-03-05,2023-03-03,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,3,2023-04-05,2023-04-03,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,4,2023-05-05,2023-05-08,"$1,553.44","$1,553.44",3,LATE_1_30
LOAN-000383,5,2023-06-05,2023-06-05,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,6,2023-07-05,2023-07-10,"$1,553.44","$1,553.44",5,LATE_1_30
LOAN-000383,7,2023-08-05,2023-08-04,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,8,2023-09-05,2023-09-05,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,9,2023-10-05,2023-10-04,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,10,2023-11-05,2023-11-05,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,11,2023-12-05,2023-12-03,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000383,12,2024-01-05,2024-01-03,"$1,553.44","$1,553.44",0,ON_TIME
LOAN-000384,1,2023-02-14,2023-03-08,$249.42,$249.42,22,LATE_1_30
LOAN-000384,2,2023-03-14,2023-03-13,$249.42,$249.42,0,ON_TIME
LOAN-000384,3,2023-04-14,2023-04-14,$249.42,$249.42,0,ON_TIME
LOAN-000384,4,2023-05-14,2023-05-14,$249.42,$249.42,0,ON_TIME
LOAN-000384,5,2023-06-14,2023-06-14,$249.42,$249.42,0,ON_TIME
LOAN-000384,6,2023-07-14,2023-07-14,$249.42,$249.42,0,ON_TIME
LOAN-000384,7,2023-08-14,2023-08-12,$249.42,$249.42,0,ON_TIME
LOAN-000384,8,2023-09-14,2023-11-10,$249.42,$165.73,57,LATE_31_90
LOAN-000384,9,2023-10-14,2023-10-14,$249.42,$249.42,0,ON_TIME
LOAN-000384,10,2023-11-14,2023-11-13,$249.42,$249.42,0,ON_TIME
LOAN-000384,11,2023-12-14,2024-01-20,$249.42,$90.06,37,LATE_31_90
LOAN-000384,12,2024-01-14,2024-01-14,$249.42,$249.42,0,ON_TIME
LOAN-000385,1,2023-05-06,2023-05-06,$540.84,$540.84,0,ON_TIME
LOAN-000385,2,2023-06-06,2023-06-06,$540.84,$540.84,0,ON_TIME
LOAN-000385,3,2023-07-06,2023-07-04,$540.84,$540.84,0,ON_TIME
LOAN-000385,4,2023-08-06,2023-08-06,$540.84,$540.84,0,ON_TIME
LOAN-000385,5,2023-09-06,2023-09-06,$540.84,$540.84,0,ON_TIME
LOAN-000385,6,2023-10-06,2023-10-04,$540.84,$540.84,0,ON_TIME
LOAN-000385,7,2023-11-06,2023-11-09,$540.84,$540.84,3,LATE_1_30
LOAN-000385,8,2023-12-06,2023-12-05,$540.84,$540.84,0,ON_TIME
LOAN-000385,9,2024-01-06,2024-01-05,$540.84,$540.84,0,ON_TIME
LOAN-000385,10,2024-02-06,2024-02-06,$540.84,$540.84,0,ON_TIME
LOAN-000385,11,2024-03-06,2024-03-06,$540.84,$540.84,0,ON_TIME
LOAN-000385,12,2024-04-06,2024-06-02,$540.84,$167.38,57,LATE_31_90
LOAN-000386,1,2022-10-29,2023-01-22,$727.54,$348.85,85,LATE_31_90
LOAN-000386,2,2022-11-29,2022-12-19,$727.54,$727.54,20,LATE_1_30
LOAN-000386,3,2022-12-29,2022-12-27,$727.54,$727.54,0,ON_TIME
LOAN-000386,4,2023-01-29,2023-01-28,$727.54,$727.54,0,ON_TIME
LOAN-000386,5,2023-02-28,2023-02-26,$727.54,$727.54,0,ON_TIME
LOAN-000386,6,2023-03-29,2023-03-27,$727.54,$727.54,0,ON_TIME
LOAN-000386,7,2023-04-29,2023-04-29,$727.54,$727.54,0,ON_TIME
LOAN-000386,8,2023-05-29,2023-06-16,$727.54,$727.54,18,LATE_1_30
LOAN-000386,9,2023-06-29,2023-06-29,$727.54,$727.54,0,ON_TIME
LOAN-000386,10,2023-07-29,2023-07-29,$727.54,$727.54,0,ON_TIME
LOAN-000386,11,2023-08-29,2023-08-27,$727.54,$727.54,0,ON_TIME
LOAN-000386,12,2023-09-29,2023-09-27,$727.54,$727.54,0,ON_TIME
LOAN-000387,1,2023-02-18,2023-02-16,$627.98,$627.98,0,ON_TIME
LOAN-000387,2,2023-03-18,2023-03-18,$627.98,$627.98,0,ON_TIME
LOAN-000387,3,2023-04-18,2023-07-05,$627.98,$408.59,78,LATE_31_90
LOAN-000387,4,2023-05-18,2023-05-17,$627.98,$627.98,0,ON_TIME
LOAN-000387,5,2023-06-18,2023-07-07,$627.98,$627.98,19,LATE_1_30
LOAN-000387,6,2023-07-18,2023-07-17,$627.98,$627.98,0,ON_TIME
LOAN-000387,7,2023-08-18,2023-08-17,$627.98,$627.98,0,ON_TIME
LOAN-000387,8,2023-09-18,2023-10-04,$627.98,$627.98,16,LATE_1_30
LOAN-000387,9,2023-10-18,2023-10-18,$627.98,$627.98,0,ON_TIME
LOAN-000387,10,2023-11-18,2023-11-17,$627.98,$627.98,0,ON_TIME
LOAN-000387,11,2023-12-18,2023-12-18,$627.98,$627.98,0,ON_TIME
LOAN-000387,12,2024-01-18,2024-02-03,$627.98,$627.98,16,LATE_1_30
LOAN-000388,1,2023-02-28,2023-02-27,$111.14,$111.14,0,ON_TIME
LOAN-000388,2,2023-03-28,2023-03-28,$111.14,$111.14,0,ON_TIME
LOAN-000388,3,2023-04-28,2023-04-27,$111.14,$111.14,0,ON_TIME
LOAN-000388,4,2023-05-28,2023-05-27,$111.14,$111.14,0,ON_TIME
LOAN-000388,5,2023-06-28,2023-06-26,$111.14,$111.14,0,ON_TIME
LOAN-000388,6,2023-07-28,2023-07-27,$111.14,$111.14,0,ON_TIME
LOAN-000388,7,2023-08-28,2023-08-28,$111.14,$111.14,0,ON_TIME
LOAN-000388,8,2023-09-28,2023-09-28,$111.14,$111.14,0,ON_TIME
LOAN-000388,9,2023-10-28,2023-10-28,$111.14,$111.14,0,ON_TIME
LOAN-000388,10,2023-11-28,2023-11-28,$111.14,$111.14,0,ON_TIME
LOAN-000388,11,2023-12-28,2023-12-28,$111.14,$111.14,0,ON_TIME
LOAN-000388,12,2024-01-28,2024-01-28,$111.14,$111.14,0,ON_TIME
LOAN-000389,1,2023-03-25,2023-04-06,$275.86,$275.86,12,LATE_1_30
LOAN-000389,2,2023-04-25,2023-05-19,$275.86,$275.86,24,LATE_1_30
LOAN-000389,3,2023-05-25,2023-06-19,$275.86,$275.86,25,LATE_1_30
LOAN-000389,4,2023-06-25,2023-08-24,$275.86,$176.19,60,LATE_31_90
LOAN-000389,5,2023-07-25,2023-07-24,$275.86,$275.86,0,ON_TIME
LOAN-000389,6,2023-08-25,2023-08-25,$275.86,$275.86,0,ON_TIME
LOAN-000389,7,2023-09-25,2023-09-24,$275.86,$275.86,0,ON_TIME
LOAN-000389,8,2023-10-25,2023-10-25,$275.86,$275.86,0,ON_TIME
LOAN-000389,9,2023-11-25,2023-11-24,$275.86,$275.86,0,ON_TIME
LOAN-000389,10,2023-12-25,2023-12-25,$275.86,$275.86,0,ON_TIME
LOAN-000389,11,2024-01-25,2024-01-24,$275.86,$275.86,0,ON_TIME
LOAN-000389,12,2024-02-25,2024-02-23,$275.86,$275.86,0,ON_TIME
LOAN-000390,1,2023-02-17,2023-02-15,$439.43,$439.43,0,ON_TIME
LOAN-000390,2,2023-03-17,2023-03-17,$439.43,$439.43,0,ON_TIME
LOAN-000390,3,2023-04-17,2023-04-15,$439.43,$439.43,0,ON_TIME
LOAN-000390,4,2023-05-17,2023-05-17,$439.43,$439.43,0,ON_TIME
LOAN-000390,5,2023-06-17,2023-07-21,$439.43,$211.14,34,LATE_31_90
LOAN-000390,6,2023-07-17,2023-07-17,$439.43,$439.43,0,ON_TIME
LOAN-000390,7,2023-08-17,2023-08-16,$439.43,$439.43,0,ON_TIME
LOAN-000390,8,2023-09-17,2023-09-16,$439.43,$439.43,0,ON_TIME
LOAN-000390,9,2023-10-17,2023-10-16,$439.43,$439.43,0,ON_TIME
LOAN-000390,10,2023-11-17,2023-11-16,$439.43,$439.43,0,ON_TIME
LOAN-000390,11,2023-12-17,2023-12-16,$439.43,$439.43,0,ON_TIME
LOAN-000390,12,2024-01-17,2024-01-17,$439.43,$439.43,0,ON_TIME
LOAN-000391,1,2022-11-13,2022-11-11,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,2,2022-12-13,2022-12-13,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,3,2023-01-13,2023-01-13,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,4,2023-02-13,2023-02-11,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,5,2023-03-13,2023-06-05,"$2,352.32","$1,120.92",84,LATE_31_90
LOAN-000391,6,2023-04-13,2023-04-13,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,7,2023-05-13,2023-05-13,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,8,2023-06-13,2023-06-11,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,9,2023-07-13,2023-08-04,"$2,352.32","$2,352.32",22,LATE_1_30
LOAN-000391,10,2023-08-13,2023-08-12,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,11,2023-09-13,2023-09-13,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000391,12,2023-10-13,2023-10-11,"$2,352.32","$2,352.32",0,ON_TIME
LOAN-000392,1,2022-06-18,2022-06-18,$962.45,$962.45,0,ON_TIME
LOAN-000392,2,2022-07-18,2022-07-16,$962.45,$962.45,0,ON_TIME
LOAN-000392,3,2022-08-18,2022-08-17,$962.45,$962.45,0,ON_TIME
LOAN-000392,4,2022-09-18,2022-09-17,$962.45,$962.45,0,ON_TIME
LOAN-000392,5,2022-10-18,2022-10-16,$962.45,$962.45,0,ON_TIME
LOAN-000392,6,2022-11-18,2023-01-08,$962.45,$713.63,51,LATE_31_90
LOAN-000392,7,2022-12-18,2022-12-18,$962.45,$962.45,0,ON_TIME
LOAN-000392,8,2023-01-18,2023-01-16,$962.45,$962.45,0,ON_TIME
LOAN-000392,9,2023-02-18,2023-05-02,$962.45,$292.13,73,LATE_31_90
LOAN-000392,10,2023-03-18,2023-03-16,$962.45,$962.45,0,ON_TIME
LOAN-000392,11,2023-04-18,2023-04-18,$962.45,$962.45,0,ON_TIME
LOAN-000392,12,2023-05-18,2023-05-18,$962.45,$962.45,0,ON_TIME
LOAN-000393,1,2022-04-11,2022-04-10,$389.91,$389.91,0,ON_TIME
LOAN-000393,2,2022-05-11,2022-05-09,$389.91,$389.91,0,ON_TIME
LOAN-000393,3,2022-06-11,2022-06-09,$389.91,$389.91,0,ON_TIME
LOAN-000393,4,2022-07-11,2022-07-09,$389.91,$389.91,0,ON_TIME
LOAN-000393,5,2022-08-11,2022-08-09,$389.91,$389.91,0,ON_TIME
LOAN-000393,6,2022-09-11,2022-09-25,$389.91,$389.91,14,LATE_1_30
LOAN-000393,7,2022-10-11,2022-10-10,$389.91,$389.91,0,ON_TIME
LOAN-000393,8,2022-11-11,2022-11-10,$389.91,$389.91,0,ON_TIME
LOAN-000393,9,2022-12-11,2022-12-10,$389.91,$389.91,0,ON_TIME
LOAN-000393,10,2023-01-11,2023-01-10,$389.91,$389.91,0,ON_TIME
LOAN-000393,11,2023-02-11,2023-02-11,$389.91,$389.91,0,ON_TIME
LOAN-000393,12,2023-03-11,2023-03-11,$389.91,$389.91,0,ON_TIME
LOAN-000394,1,2022-11-02,2022-10-31,$88.84,$88.84,0,ON_TIME
LOAN-000394,2,2022-12-02,2022-12-02,$88.84,$88.84,0,ON_TIME
LOAN-000394,3,2023-01-02,2023-01-02,$88.84,$88.84,0,ON_TIME
LOAN-000394,4,2023-02-02,2023-03-12,$88.84,$44.08,38,LATE_31_90
LOAN-000394,5,2023-03-02,2023-03-01,$88.84,$88.84,0,ON_TIME
LOAN-000394,6,2023-04-02,2023-04-01,$88.84,$88.84,0,ON_TIME
LOAN-000394,7,2023-05-02,2023-05-01,$88.84,$88.84,0,ON_TIME
LOAN-000394,8,2023-06-02,2023-06-01,$88.84,$88.84,0,ON_TIME
LOAN-000394,9,2023-07-02,2023-07-02,$88.84,$88.84,0,ON_TIME
LOAN-000394,10,2023-08-02,2023-08-13,$88.84,$88.84,11,LATE_1_30
LOAN-000394,11,2023-09-02,2023-09-01,$88.84,$88.84,0,ON_TIME
LOAN-000394,12,2023-10-02,2023-10-01,$88.84,$88.84,0,ON_TIME
LOAN-000395,1,2022-09-18,2022-09-16,$984.16,$984.16,0,ON_TIME
LOAN-000395,2,2022-10-18,2022-10-18,$984.16,$984.16,0,ON_TIME
LOAN-000395,3,2022-11-18,2022-11-18,$984.16,$984.16,0,ON_TIME
LOAN-000395,4,2022-12-18,2022-12-18,$984.16,$984.16,0,ON_TIME
